"species","SpecCode","Genus","SpeciesRefNo","Author","FBname","PicPreferredName","PicPreferredNameM","PicPreferredNameF","PicPreferredNameJ","FamCode","Subfamily","GenCode","SubGenCode","BodyShapeI","Source","AuthorRef","Remark","TaxIssue","Fresh","Brack","Saltwater","DemersPelag","AirBreathing","AirBreathingRef","AnaCat","MigratRef","DepthRangeShallow","DepthRangeDeep","DepthRangeRef","DepthRangeComShallow","DepthRangeComDeep","DepthComRef","LongevityWild","LongevityWildRef","LongevityCaptive","LongevityCapRef","Vulnerability","VulnerabilityClimate","Length","LTypeMaxM","LengthFemale","LTypeMaxF","MaxLengthRef","CommonLength","LTypeComM","CommonLengthF","LTypeComF","CommonLengthRef","Weight","WeightFemale","MaxWeightRef","Pic","PictureFemale","LarvaPic","EggPic","ImportanceRef","Importance","PriceCateg","PriceReliability","Remarks7","LandingStatistics","Landings","MainCatchingMethod","II","MSeines","MGillnets","MCastnets","MTraps","MSpears","MTrawls","MDredges","MLiftnets","MHooksLines","MOther","UsedforAquaculture","LifeCycle","AquacultureRef","UsedasBait","BaitRef","Aquarium","AquariumFishII","AquariumRef","GameFish","GameRef","Dangerous","DangerousRef","Electrogenic","ElectroRef","Complete","GoogleImage","Comments","Profile","PD50","Emblematic","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS"
"Paralichthys olivaceus",1351,"Paralichthys",559,"(Temminck & Schlegel, 1846)","Bastard halibut","Paoli_u1.jpg",NA,NA,NA,514,NA,665,NA,"fusiform-normal","O",NA,NA,0,0,0,1,"demersal","WaterAssumed",NA,"oceanodromous",51243,10,200,11230,NA,NA,NA,NA,NA,NA,NA,59.98,43.46,103,"TL",NA,NA,40637,NA,NA,NA,NA,NA,9100,NA,40637,NA,NA,NA,NA,4931,"highly commercial","very high","Reliable: based on ex-vessel price for this species","Consumed as food.","from 10,000 to 50,000",NA,NA,NA,0,0,0,0,0,1,0,0,0,0,"commercial",NA,12108,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Most highly prized of the Japanese flounders.",NA,0.5,0,1,1990-10-17,1,2003-09-16,132,1995-10-26,NA
"Perca fluviatilis",358,"Perca",59043,"Linnaeus, 1758","European perch","Peflu_ue.jpg",NA,NA,NA,306,"Percinae",5278,NA,"fusiform-normal","O",NA,NA,0,1,1,0,"demersal","WaterAssumed",NA,"anadromous",51243,1,30,9988,3,4,55947,22,796,10.6999998092651,273,44.07,NA,60,"SL",NA,NA,59043,25,"TL",NA,NA,556,4750,NA,2058,"PEFLU_U1",NA,NA,NA,4931,"highly commercial","unknown",NA,NA,"from 1,000 to 10,000",NA,"seines"," ",0,1,0,1,0,0,0,0,1,0,"commercial"," ",12108,"never/rarely",NA,"never/rarely","based mainly on capture",273,1,9988,"potential pest",NA,"no special ability",NA,NA,1,"Inhabits a very wide range of habitats from estuarine lagoons, lakes of all types to medium-sized streams.  Feeding larvae occur in open water.  This is an opportunistic diurnal feeder which preys mainly during sunrise and sunset, using all available prey. Larvae and small juveniles usually feed on planktonic invertebrates.  During first summer, many juveniles move near shores to feed on benthic prey.  Often feeds on fishes at about 12 cm SL.  May undertake short spawning migrations.  Males attain first sexual maturity at 1-2 years and females at 2-4 years of age.  Spawns in February-July (Ref. 59043).  Eggs grouped in long white ribbons (up to 1 m) are found over submerged objects (Ref. 41678).  Its flesh is excellent and not so bony.  Utilized fresh and frozen; eaten pan-fried and baked (Ref. 9988).  May be captured with natural or artificial bait (Ref. 30578).",NA,0.625,0,2,1990-10-17,10,2010-06-30,97,2003-01-15,NA
"Percocypris pingi",56074,"Percocypris",33800,"(Tchang, 1930)",NA,"Pepin_u0.jpg",NA,NA,NA,122,"Schizothoracinae",264,NA,"elongated","O",NA,NA,0,1,0,0,"benthopelagic","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,44,"TL",NA,NA,35840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"commercial",NA,89718,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,NA,NA,0.625,0,10,2000-04-19,2,2012-07-24,NA,NA,NA
"Phoxinus phoxinus",4661,"Phoxinus",59043,"(Linnaeus, 1758)","Eurasian minnow","Phpho_u8.jpg",NA,NA,NA,756,"Phoxininae",5430,NA,"fusiform-normal","O",NA,NA,0,1,1,0,"demersal","WaterAssumed",NA,"potamodromous",51243,NA,NA,NA,NA,NA,NA,11,59043,13,72462,24.18,NA,14,"TL",NA,NA,556,7,"TL",NA,NA,556,NA,NA,NA,"PHPHO_U0",NA,NA,NA,556,"minor commercial","unknown",NA,NA," ",NA," "," ",1,0,0,1,0,0,0,0,1,0,"never/rarely"," ",NA,"usually",4537,"commercial","based mainly on breeding",1672,0,NA,"potential pest",13686,"no special ability",NA,NA,1,"Gregarious (Ref. 2196).  Found in a wide range of cold and well oxygenated habitats from small, fast-flowing streams to large Nordic lowland rivers and from small upland lakes to large oligotrophic lakes.  Usually occurs in association with salmonid fishes (Ref. 59043).  Feeds on algae, plant debris (in rivers), mollusks, crustaceans and insects (Ref. 30578).  Spawns over clean gravel areas in flowing water or on wave-washed shores of lakes.  Overwinters in coarse substrate or in deep pools with low current (Ref. 59043).  Migrates upstream for spawning in shallow gravel areas.  Important laboratory fish, for research on sensory organs of fishes.  Mean maximum age is 6 years (Ref. 41616).  Locally threatened due to pollution and excessive stocking of species of <i>Salmo</i> (Ref. 59043).",NA,0.5,0,3,1991-10-15,97,2010-11-24,3,1994-08-09,NA
"Piaractus mesopotamicus",55383,"Piaractus",32894,"(Holmberg, 1887)","Pacu","Pimes_u0.jpg",NA,NA,NA,686,"Colossomatinae",5732,NA,"short and-or deep","O",NA,"See Géry (1986: 102) for more detail.",0,1,0,0,"demersal","WaterAssumed",NA,"potamodromous",51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.41,NA,40.5,"SL",NA,NA,39031,NA,NA,NA,NA,NA,20000,NA,32894,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"commercial",NA,32894,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Invades the flooded forests to feed on nuts and seeds which fall from trees (Ref. 32894).  Reaches around 50.0 cm SL (Ref. 81048).",NA,0.75,0,10,2000-03-10,303,2012-10-31,747,2001-06-23,NA
"Platichthys flesus",1341,"Platichthys",122998,"(Linnaeus, 1758)","European flounder","Plfle_u2.jpg",NA,NA,NA,440,"Pleuronectinae",559,NA,"short and-or deep","R",NA,NA,0,1,1,1,"demersal","WaterAssumed",NA,"catadromous",51243,1,100,35388,NA,NA,NA,15,3944,NA,NA,48.72,36.45,60,"TL",NA,NA,35388,50,"TL",NA,NA,30578,2930,NA,104349,"PLFLE_U0",NA,"PLFLE_L0",NA,4931,"commercial","very high","Reliable: based on ex-vessel price for this species",NA,"from 1,000 to 10,000",NA,"seines"," ",0,0,0,1,0,1,0,0,1,0,"experimental"," ",95474,"never/rarely",NA,"never/rarely","based mainly on capture",NA,1,NA,"harmless",NA,"no special ability",NA,NA,1,"Migratory fish, which is most of the year found in estuaries (Ref. 51442).  Adults occur on mud and sand bottom in shallow water, at sea and brackish; often entering freshwaters (Ref. 59043).  During winter, adults retreat to deeper, warmer waters, where they spawn in spring (Ref. 30193).  The growing larvae are moving to the coast (Ref. 51442).  Larvae and early juveniles use selective tidal transport to migrate upstream rivers (Ref. 57575) using a range of triggers such as salinity, prey density and water temperature (Ref. 57573, 57574).  Juveniles live in shallow coastal waters and estuaries (Ref. 57574), which are also the summer feeding grounds for the adults (Ref. 30193).  Juveniles of less than a year old feed on plankton and larvae of insects, juveniles of more than a year and adults feed on benthic fauna (Ref. 51442), including small fishes and invertebrates (Ref. 30193).  Nocturnal and burrowing (Ref. 30193).  Marketed fresh and frozen; can be steamed, fried, boiled, microwaved and baked (Ref. 9988).  Worms and mollusks are excellent baits for line fishing (Ref. 30578).",NA,0.75,0,2,1990-10-17,2,2022-05-23,97,2003-01-09,NA
"Poecilia reticulata",3228,"Poecilia",26855,"Peters, 1859","Guppy","Poret_ue.jpg","Poret_m5.jpg","Poret_f1.jpg",NA,216,"Poeciliinae",9880,NA,"fusiform-normal","O",NA,NA,0,1,1,0,"benthopelagic","WaterAssumed",NA,"non-migratory",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.13,NA,5,"SL",6,"SL",59043,2.75,"TL",NA,NA,12193,NA,NA,NA,"PORET_U6","PORET_F0",NA,NA,4833,"of no interest","unknown",NA,NA," ",NA,"seines"," ",1,0,0,0,0,0,0,0,0,0,"never/rarely"," ",NA,"never/rarely",NA,"commercial","based mainly on breeding",1672,0,NA,"potential pest",NA,"no special ability",NA,NA,1,"Inhabits warm springs and their effluents, weedy ditches and canals (Ref. 5723).  Found in various habitats, ranging from highly turbid water in ponds, canals and ditches at low elevations to pristine mountain streams at high elevations (Ref. 11225).  Occurs in wide variety of habitats with low predation pressure, usually in very small streams and densely vegetated lakes and springs (Ref. 59043).  Has a wide salinity range but requires fairly warm temperatures (23-24 °C) and quiet vegetated water for survival (Ref. 7248, 44894, 79840).  Feeds on zooplankton, small insects and detritus.  One of the most popular aquarium fishes with many standardized varieties.  Used in genetics research.  Female reaches 5 cm SL (Ref. 2847).  Males mature at 2 months and females at 3 months of age (Ref. 1672).  Aquarium keeping:  in groups of 5 or more individuals; minimum aquarium size 60 cm (Ref. 51539).  A very popular and widely available species in the aquarium trade.  In Australia, wild populations were established prior to the 1970s, undoubtedly the result of thoughtless aquarists discarding unwanted pets (Ref. 44894).  Maximum length for female taken from Ref. 43281.",NA,0.5,0,1,1991-05-01,10,2014-11-14,97,2003-01-28,NA
"Polyprion oxygeneios",350,"Polyprion",7300,"(Schneider & Forster, 1801)","Hapuku wreckfish","Pooxy_u0.jpg",NA,NA,NA,513,NA,5630,NA,"fusiform-normal","R",NA,NA,0,0,0,1,"demersal","WaterAssumed",NA,NA,NA,50,854,52581,NA,NA,NA,60,41439,NA,NA,59.4,70.12,160,"TL",NA,NA,89467,100,"TL",NA,NA,9258,1e+05,NA,4537,"POOXY_U0",NA,NA,NA,4931,"commercial","low","Reliable: based on ex-vessel price for this species",NA,"from 1,000 to 10,000",NA,"hooks and lines",NA,0,1,0,0,0,1,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,1,4537,"harmless",NA,"no special ability",NA,NA,1,"A deepwater species, occurs in seamounts (Ref. 89357).  Adults occur generally over rough ground from the central shelf (about 100 m) to the shelf edge and down to the upper slope.  Juveniles are found in surface waters, perhaps school in association with drifting weed.  Feed on barracouta and pilchards, in addition to various bottom-dwelling fish. Are primary gonochorists (Ref. 58421).   Preyed upon by sperm whales  (Ref. 9072).  It is taken by droplining down to 400 m, and is sometimes seen in the trawled catch.  Utilized fresh and frozen; can be steamed, fried, broiled, boiled, microwaved and baked (Ref. 9988).  Severely overfished (Ref. 89357).",NA,0.8125,0,2,1990-10-17,65,2013-12-06,14,2013-12-06,NA
"Pomacentrus amboinensis",5715,"Pomacentrus",7247,"Bleeker, 1868","Ambon damsel","Poamb_u5.jpg",NA,NA,NA,350,"Pomacentrinae",1670,NA,"short and-or deep","R",NA,NA,0,0,0,1,"reef-associated","WaterAssumed",NA,"oceanodromous",51243,2,40,7247,NA,NA,NA,NA,NA,NA,NA,10,NA,9,"TL",NA,NA,48636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"public aquariums","based mainly on capture",13603,0,NA,"harmless",NA,"no special ability",NA,NA,1,"An ubiquitous species found in lagoons, coastal reefs, passages and outer reef slopes.  Inhabits sandy areas around coral or rock outcrops or other protective shelter.  Adults are usually in small groups (Ref. 48636).  Feed primarily on algae, but also takes zooplankton.  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205).  Have been reared in captivity (Ref. 35404.",NA,0.5,0,14,1992-06-11,2,2011-07-20,NA,NA,NA
"Procypris rabaudi",55401,"Procypris",33508,"(Tchang, 1930)","Rock carp","Prrab_u0.jpg",NA,NA,NA,122,"Cyprininae",9573,NA,"elongated","O",NA,NA,0,1,0,0,"benthopelagic","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.25,NA,49,"SL",NA,NA,94686,15.5,"NG",NA,NA,35840,2550,NA,94686,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Lives in slow flowing deep water in rocky substratum.  Carnivore, feeds mainly on zoobenthos (Ref. 45563).",NA,0.75,0,10,2000-03-14,65,2022-02-03,NA,NA,NA
"Pseudobagrus vachellii",50950,"Pseudobagrus",82810,"(Richardson, 1846)",NA,"Pevac_j1.jpg",NA,NA,NA,130,NA,4225,NA,"elongated","O",NA,NA,0,1,0,0,"demersal","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.3,NA,42.2999992370605,"TL",NA,NA,114983,21,"TL",NA,NA,35840,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,NA,NA,0.5,0,10,1999-01-28,65,2018-03-21,NA,NA,NA
"Pseudorasbora parva",4691,"Pseudorasbora",59043,"(Temminck & Schlegel, 1846)","Stone moroko","Pspar_u1.jpg",NA,NA,NA,754,NA,2911,NA,"fusiform-normal","O",NA,NA,0,1,1,0,"benthopelagic","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,56557,NA,NA,28.65,NA,12.5,"TL",NA,NA,88166,8,"TL",NA,NA,1441,NA,NA,NA,NA,"PSPAR_F0",NA,NA,30578,"of no interest","unknown",NA,NA," ",NA," "," ",0,0,0,0,0,0,0,0,0,0,"never/rarely"," ",NA,"never/rarely",NA,"commercial"," ",2060,0,NA,"potential pest",NA,"no special ability",NA,NA,1,"Found in a wide variety of habitats, most abundantly in well vegetated small channels, ponds and small lakes (Ref. 59043).  Adults occur in cool running water.  Feed on small insects, fish and fish eggs (Ref. 30578), and plant material (Ref. 59043).  Usually breed in habitats with still or very slow-flowing water (Ref. 59043).  Females spawn 3-4 times in a season (Ref. 59043).  Males clear the surface of the spawning site and guard the eggs until they hatch (Ref. 59043).  Regarded as pest which competes with the fry of other species due to its high reproductive rate (Ref. 1739).",NA,0.531199991703033,0,2,1991-10-25,65,2018-04-04,1287,2006-11-08,NA
"Rhodeus ocellatus",4784,"Rhodeus",41299,"(Kner, 1866)","Rosy bitterling","Rhoce_u1.jpg",NA,NA,NA,753,NA,261,NA,"fusiform-normal","O",NA,NA,0,1,1,0,"benthopelagic","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.32,NA,9.19999980926514,"SL",NA,NA,108468,5.19999980926514,"SL",NA,NA,35840,NA,NA,NA,"RHOCE_M0","RHOCE_F0",NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on breeding",1672,0,NA,"potential pest",6094,"no special ability",NA,NA,1,"Found in shallow ponds and marshes of plains, and adjacent irrigation canals (Ref. 41299).",NA,0.5,0,2,1991-11-28,65,2018-04-25,3,1994-08-10,NA
"Rhodeus sinensis",54926,"Rhodeus",33366,"Günther, 1868",NA,"Rhsin_u1.jpg",NA,NA,NA,753,NA,261,NA,"fusiform-normal","O",NA,NA,0,1,1,0,"benthopelagic","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,10.8000001907349,"TL",NA,NA,125934,4.09999990463257,"SL",NA,NA,35840,17.3999996185303,NA,125934,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Utilized for animal feed (Ref. 89718).",NA,0.5,0,10,2000-01-28,65,2022-04-05,NA,NA,NA
"Rhinogobius giurinus",15825,"Rhinogobius",559,"(Rutter, 1897)",NA,"Rhgiu_u1.jpg",NA,NA,NA,405,"Gobionellinae",7359,NA,"fusiform-normal","O",NA,"This species is synonym of <i>Rhinogobius similis</i> Gill, 1859 according to Suzuki et al., 2015 (Ref. 104791).  The species page will be removed.",1,1,1,1,"demersal","WaterAssumed",NA,"amphidromous",51243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.75,NA,12.1000003814697,"TL",NA,NA,114983,7.5,"SL",NA,NA,35840,14.8999996185303,NA,114983,"RHGIU_U0",NA,NA,NA,559,"subsistence fisheries","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Found both upstream and in estuaries.  Carnivorous.  Spawning season from July to October.  Eggs are laid under stones in river shoals.  Larvae travel in both river and the sea, and return to rivers from September to November.  Caught by small trap nets in rivers, but not in abundance.",NA,0.5,0,1,1995-11-27,65,2017-07-14,NA,NA,NA
"Salmo salar",236,"Salmo",86798,"Linnaeus, 1758","Atlantic salmon","Sasal_ub.jpg",NA,NA,NA,76,"Salmoninae",6009,NA,"fusiform-normal","O",NA,NA,0,1,1,1,"benthopelagic","WaterAssumed",NA,"anadromous",92381,0,210,57178,10,23,NA,13,274,3.29999995231628,72465,45.37,50.05,150,"TL",120,"TL",7251,38,"TL",NA,NA,3561,46764,NA,41037,"SASAL_U3",NA,NA,NA,7306,"highly commercial","very high","Reliable: based on ex-vessel price for this species",NA,"more than 500,000","Norway in area 27","seines"," ",0,1,0,1,0,0,0,0,1,1,"commercial","life cycle closed in commercial culture",12108,"never/rarely",NA,"never/rarely"," ",NA,1,4699,"harmless",NA,"no special ability",NA,NA,1,"Amphihaline species, spending most of its life in freshwater (Ref. 51442). Occurs in lakes and rocky runs and pools of small to large rivers (Ref. 86798).  Some landlocked populations exist. Found in all rivers where temperature rises above 10° C for about 3 months per year and does not exceed 20° C for more than a few weeks in summer (Ref. 59043) (preferred temperatures 4-12°C). Juveniles may live in cold lakes in northern Europe (Ref. 59043). Parr (i.e. juveniles) are territorial and are found in the upper reaches of rivers and streams, in riffle areas with strong current and rough gravel bottoms (Ref. 7471). During winter, parr seek refuge in small spaces or under stones during the day (Refs. 59043, 89461). Young remain in freshwater for 1 to 6 years, then migrate to coastal marine waters or even to open oceans where they remain for 1 to 4 years before returning to freshwater  for spawning (Ref. 51442). Adults inhabit cooler waters with strong to moderate flow (Ref. 44894). The Atlantic salmon is reported to live up to 10 years, but most individuals only reach 4-6 years (Ref. 88187). Juveniles feed mainly on aquatic insects, mollusks, crustaceans and fish; adults at sea feed on squids, shrimps, and fish (Ref. 51442). Most populations depend mostly or exclusively on stocking due to degradations of environmental conditions.  Fishing pressure on wild stocks has decreased due to intensive farming but other problems have increased. Farmed salmons escape in large numbers and move to any river and hybridize with wild stocks (Ref. 59043). This species may hybridize with trout (Salmo trutta) (Ref. 59043). Diseases of the species include furunculosis (Aeromonas salmonicida), corynebacterial kidney disease (Renibacterium salmoninarum), enteric red mouth disease (Yersinia ruckeri), infectious pancreatic necrosis virus, bacterial kidney disease, fin rot and fungus infections (Ref. 5951). Marketed fresh, dried or salted, smoked, and frozen; eaten steamed, fried, broiled, cooked in microwave, and baked (Ref. 9988).",NA,0.5,0,2,1990-10-17,10,2018-05-09,97,2003-01-09,NA
"Salmo trutta",238,"Salmo",4779,"Linnaeus, 1758","Sea trout","Satru_u2.jpg",NA,NA,"Satru_uc.jpg",76,"Salmoninae",6009,NA,"fusiform-normal","R",NA,NA,0,1,1,1,"pelagic-neritic","WaterAssumed",NA,"anadromous",51243,0,28,101587,1,2,101587,38,32682,10.3000001907349,274,56.26,85.13,140,"SL",NA,NA,682,72,"TL",NA,NA,3397,50000,NA,682,"SATRU_U2",NA,NA,NA,4931,"commercial","very high","Reliable: based on ex-vessel price for this species",NA,"from 1,000 to 10,000","Finland in area 27","seines"," ",0,1,0,1,0,0,0,0,1,0,"commercial"," ",12228,"never/rarely",NA,"never/rarely","based mainly on breeding",274,1,4699,"potential pest",NA,"no special ability",NA,NA,1,"Found in streams, ponds, rivers and lakes (Ref. 5951).  Individuals spend 1 to 5 years in fresh water and 6 months to 5 years in salt water (Ref. 51442).  Juveniles mature in 3-4 years (Ref. 6885).  Lacustrine populations undertake migration to tributaries and lake outlets to spawn, rarely spawning on stone, wave-washed lake shores.  Spawns in rivers and streams with swift current, usually characterized by downward movement of water intro gravel (Ref. 59043).  Spawning takes place normally more than one time (Ref. 51442).  They prefer cold, well-oxygenated upland waters although their tolerance limits are lower than those of rainbow trout and favors large streams in the mountainous areas with adequate cover in the form of submerged rocks, undercut banks, and overhanging vegetation (Ref. 6465).  Life history and spawning behavior is similar to the salmon <i>Salmo salar</i> (Ref. 51442).  Each female produces about 10.000 eggs (Ref. 35388, Ref. 51442).  Mainly diurnal (Ref. 682).  Sea and lake trouts forage in pelagic and littoral habitats, while sea trouts mainly close to coast, not very far from estuary of natal river (Ref. 59043).  Juveniles feed mainly on aquatic and terrestrial insects; adults on mollusks, crustaceans and small fish (Ref. 26523, Ref. 51442).  Marketed fresh and smoked; eaten fried, broiled, boiled, cooked in microwave, and baked (Ref. 9988).",NA,0.5,0,2,1990-10-17,10,2015-05-12,97,2003-01-03,NA
"Salvelinus alpinus",247,"Salvelinus",86798,"(Linnaeus, 1758)","Arctic char","Saalp_f0.jpg",NA,NA,NA,76,"Salmoninae",2210,1,"fusiform-normal","R",NA,"The species <i>Salvelinus aureolus</i> Bean, 1887 is considered as valid in Eschmeyer (CofF ver. May 2011: Ref. 86870) following Fuller et al. (1999: Ref. 87253).  Treated as synonym of <i>Salvelinus alpinus oquassa</i> by Qadi (1974: Ref. 87252); and probably a synonym of <i>Salvelinus alpinus</i> (see Nelson et al. 2004: Ref. 52299 for taxonomic issues).  Please send references, or more studies are needed.",1,1,1,1,"benthopelagic","WaterAssumed",NA,"anadromous",51243,0,70,30578,0,1,101587,40,46974,NA,NA,69.83,70.91,107,"TL",NA,NA,40637,40,"TL",NA,NA,4779,15000,NA,4779,"SAALP_U0",NA,NA,NA,4931,"minor commercial","very high","Reliable: based on ex-vessel price for this species",NA,"up to 1,000 tons/year",NA,NA,NA,0,1,0,0,0,0,0,0,1,0,"commercial","life cycle closed in commercial culture",12108,"never/rarely",NA,"never/rarely",NA,NA,1,4699,"harmless",NA,"no special ability",NA,NA,1,"Nerito-pelagic (Ref. 58426).  Occurs in the sea along coasts, estuaries, rivers, and lakes with cold, clear water (Ref. 59043). Found in deep runs and pools of medium to large rivers (Ref. 5723, 86798). Anadromous forms spend a considerable time of their lives at sea; non-migratory populations remain in lakes and rivers (Ref. 4779).  Anadromous populations enter rivers to breed during fall and winter (Ref. 86798). Freshwater populations feed on planktonic crustaceans, amphipods, mollusks, insects and fishes (Ref. 4479).  Anadromous individuals feed little in freshwater and never feed during migrations.  Spawning usually takes place on pebble to stone bottom in lakes.  Riverine stocks spawn in rivers with slow current (02.-0.8 m/s), but there are some riverine anadromous stocks (in Norway) which spawn yearly in fast-flowing waters of riffles (Ref. 59043).  Extremely sensitive to water pollution (cold water and oxygen oriented) (Ref. 2163).  Marketed fresh, smoked, canned (Ref. 27547), and frozen.  Eaten sautéed, broiled, fried, microwaved and baked (Ref. 9988).  Parasitized by tapeworm (Ref. 37032).",NA,0.5,0,2,1990-10-17,10,2019-07-03,18,1994-07-21,NA
"Sarcocheilichthys parvus",54968,"Sarcocheilichthys",33299,"Nichols, 1930",NA,"Sapar_u3.jpg",NA,NA,NA,754,NA,7418,NA,"fusiform-normal","O",NA,NA,0,1,0,0,"benthopelagic","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,8.69999980926514,"SL",NA,NA,125932,5.69999980926514,"SL",NA,NA,35840,12.6999998092651,NA,125932,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"potential",NA,89718,0,NA,"harmless",NA,"no special ability",NA,NA,1,NA,NA,0.500199973583221,0,10,2000-02-03,65,2022-04-05,NA,NA,NA
"Schizothorax wangchiachii",14458,"Schizothorax",9671,"(Fang, 1936)",NA,"Scwan_u0.jpg",NA,NA,NA,122,"Schizothoracinae",1154,NA,"elongated","O",NA,NA,0,1,0,0,"benthopelagic","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.06,NA,57.5,"SL",NA,NA,111740,NA,NA,NA,NA,NA,3000,NA,111740,NA,NA,NA,NA,9671,"commercial","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,"Adults inhabit rapid current in mountain streams (Ref. 9671).  Utilized for animal feed (Ref. 89718).",NA,0.5,0,10,1995-08-07,65,2018-04-25,NA,NA,NA
"Sciaenops ocellatus",1191,"Sciaenops",7251,"(Linnaeus, 1766)","Red drum","Scoce_u0.jpg",NA,NA,NA,331,NA,5986,NA,"fusiform-normal","O",NA,NA,0,0,1,1,"demersal","WaterAssumed",NA,"oceanodromous",51243,10,NA,9988,NA,NA,NA,50,32563,7,273,42.92,87.71,155,"TL",NA,NA,3702,100,"TL",NA,NA,3702,45000,NA,9988,"SCOCE_U0",NA,NA,NA,4931,"minor commercial","high","Reliable: based on ex-vessel price for this species","Sportfish.","up to 1,000 tons/year","USA only in area 21 & 31","seines",NA,0,1,0,1,0,0,0,0,1,0,"commercial",NA,12108,"never/rarely",NA,"public aquariums",NA,273,1,4699,"harmless",9988,"no special ability",NA,NA,1,"Occurs usually over sand and sandy mud bottoms in coastal waters and estuaries.  Abundant in surf zone.  Feeds mainly on crustaceans, mollusks and fishes.  Utilized fresh and frozen; can be pan-fried, broiled and baked (Ref. 9988).",NA,1,0,2,1990-10-17,393,2005-01-23,10,1994-08-23,NA
"Silurus meridionalis",25308,"Silurus",9417,"Chen, 1977","Chinese large-mouth catfish","Simer_u0.jpg",NA,NA,NA,132,NA,3260,NA,"elongated","R",NA,NA,0,1,0,0,"demersal","WaterAssumed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.59,NA,114.199996948242,"SL",NA,NA,108468,NA,NA,NA,NA,NA,10800,NA,120627,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"commercial",NA,55380,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,1,NA,NA,0.500100016593933,0,1,1996-09-27,65,2019-07-02,NA,NA,NA
